web-scraper-order,web-scraper-start-url,Type_Habits,Prix,Adresse,Image_Lien-src
"1752877716-8110","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemise manches longues","Prix sur demande","Dakar, Sénégal",""
"1752877716-8111","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemise homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8112","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8113","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Tunique homme","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1752877716-8114","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo Lacoste","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8115","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble  homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8116","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble  homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8117","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8118","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8119","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble  homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8120","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Boubou pagne tissé","10 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877716-8121","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8122","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Pantalon kaki homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8123","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemise homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8124","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Pantalon homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8125","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Pantalon jeans homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8126","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble  homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8127","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo Lacoste","5 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8128","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Tunique homme","Prix sur demande","Dakar, Sénégal",""
"1752877716-8129","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Vêtements homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8130","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8131","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8132","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemises homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8133","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Pantalon Kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8134","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo homme","6 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8135","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8136","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8137","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemises homme","13 000CFA","Gueule Tapée, Dakar, Sénégal",""
"1752877716-8138","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8139","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble hommme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8140","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemise homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8141","https://sn.coinafrique.com/categorie/vetements-homme?page=23","T-shirt","3 000CFA","Dakar, Sénégal",""
"1752877716-8142","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Polo homme","5 000CFA","Dakar, Sénégal",""
"1752877716-8143","https://sn.coinafrique.com/categorie/vetements-homme?page=23","T-shirt homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8144","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble  homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8145","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8146","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Chemise homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8147","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877716-8148","https://sn.coinafrique.com/categorie/vetements-homme?page=23","Ensemble pull-over","10 000CFA","Dakar, Sénégal",""
"1752877739-8149","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8150","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8151","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8152","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8153","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble  homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8154","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8155","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8156","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon kaki","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8157","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8158","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble  homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8159","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8160","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemise homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8161","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8162","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8163","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon Kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8164","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polos  Lacoste","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8165","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polos  Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8166","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Veste Zara","20 000CFA","Ouest Foire, Dakar, Sénégal",""
"1752877739-8167","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pull homme","5 000CFA","Dakar, Sénégal",""
"1752877739-8168","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons  kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8169","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon  Kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8170","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Chemise homme","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8171","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8172","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8173","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Costume africaine","70 000CFA","Dakar, Sénégal",""
"1752877739-8174","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo homme","2 500CFA","Ouakam, Dakar, Sénégal",""
"1752877739-8175","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8176","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8177","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8178","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalon Minustow","22 000CFA","Sipres, Dakar, Sénégal",""
"1752877739-8179","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877739-8180","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Veste bombardier","35 000CFA","Medina, Dakar, Sénégal",""
"1752877739-8181","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8182","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Lacoste homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8183","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8184","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8185","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble homme","13 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8186","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Pantalons Kaki","7 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8187","https://sn.coinafrique.com/categorie/vetements-homme?page=22","T-shirt","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8188","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Polo homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752877739-8189","https://sn.coinafrique.com/categorie/vetements-homme?page=22","Ensemble polo + pantalon kaki","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
